rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
"3,5 Zimmer",64 m²,CHF 1430.—,CHF 1220.—,3027,Looslistrasse 43,Bern,1961,"Das kürzlich sanierte Mehrfamilienhaus befindet sich an zentraler Lage in Bern-Bethlehem. Einkaufsmöglichkeiten und Anschlüsse an den öffentlichen Verkehr erreichen Sie in wenigen Gehminuten.Die schöne 3.5-Zimmerwohung verfügt über:-Balkon-Küche mit Granitabdeckung + Glaskeramikkochfeld-Dusche mit WC + Lavabo-Platten-/Laminatbodenbeläge-KellerabteilAm Donnerstag, 19. Mai 2022, findet von 16:00 - 17:00 Uhr ein allgemeiner Besichtigungstermin statt. Gerne können Sie die Wohnung in diesem Zeitraum vor Ort anschauen. Es ist keine Voranmeldung nötig. Bitte klingeln bei ""Duarte Barbosa"".",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7108463
"3,5 Zimmer",92 m²,CHF 1790.—,CHF 1530.—,2543,Grotweg 25,Lengnau BE,2016,"Die 3½-Zimmer-Wohnung im ersten Stock bietet für jeden das Richtige, ob jung oder alt, Paar oder Single: Hier können Sie sich zu Hause fühlen.Der moderne Innenausbau lässt keine Wünsche offen. Ein Eichenparkettboden sorgt für ein attraktives Wohnungsbild und die lichtdurchfluteten, grossen Wohnräume werden Sie überzeugen. In der offenen Küche lassen sich dank neusten Küchengeräten spielend leicht kulinarische Höhepunkte zubereiten. Einen zusätzlichen Wohnkomfort bieten die grossen Aussensitzpläze, wo Sie die schönen Tage draussen verbringen  und die Sonne geniessen können.Ein separater Kellerraum zu jeder Wohneinheit bietet viel Platz und Stauraum. Mit dem Lift erreichen Sie bequem und ohne Umweg die Einstellhalle. Für jede Wohnung steht in der Waschküche ein eigener Waschturm bereit.Ein Einstellhallenplatz kann separat dazugemietet werden.Es handelt sich um Beispielbilder.L'appartement de 3½ pièces au premier étage offre ce qu'il faut à chacun, jeune ou senior, en couple ou célibataire : ici, vous pouvez vous sentir chez vous.L'aménagement intérieur moderne répond à tous les souhaits. Un parquet en chêne donne un aspect attrayant à l'appartement et les grandes pièces de vie inondées de lumière vous convaincront. Dans la cuisine ouverte, les appareils électroménagers les plus récents permettent de préparer facilement des plats délicieux. Les grandes places assises extérieures, où vous pourrez passer les belles journées à vous détendre et profiter du soleil, offrent un confort d'habitation supplémentaire.Une cave séparée pour chaque unité d'habitation offre beaucoup de place et d'espace de rangement. L'ascenseur vous permet d'accéder facilement et sans détour au parking. Chaque appartement dispose de sa propre machine à laver dans la buanderie.Une place de parking peut être louée en sus.Il s'agit d'exemples de photos.",True,True,True,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-lengnau-be/7108160
"2,5 Zimmer",70 m²,CHF 1870.—,CHF 1650.—,3014,Standstrasse 31,Bern,No information,"An zentraler und sonniger Lage vermieten wir per Mitte August 2022 oder nach Vereinbarung eine stilvolle2.5-Zimmerwohnung mit Galerieoffene Küche mit Granitstein, Keramikkochfeld und GeschirrspülerWohnung wird neu gestrichenParkett- und PlattenbödenGalerie, 15 m2, ideal als Bürohelles Badezimmer mit FensterBalkonWandschrank und ReduitWir freuen und auf Ihre Kontaktaufnahme!",True,False,True,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-bern/7107763
"4,5 Zimmer",154 m²,CHF 2385.—,CHF 2085.—,3173,Im Gschick 23,Oberwangen b. Bern,2008,"An familienfreundlicher Umgebung und ruhiger Lage vermieten wir ab 1. Juni 2022 oder nach Vereinbarung diese moderne4 ½ - Zimmer-Dachwohnung mit GalerieGrosse, offene, im Wohnraum integrierte Küche mit InselSep. Dusche mit Waschmachine und TumblerBadezimmer / WC mit BadewanneSeparates WCGrosser gedeckter Balkon (13m2)Viele EinbauschränkePflegeleichter Plattenboden (Bodenheizung)Grosse GalerieTop GrundrisskonzeptAusbau entspricht EigentumsstandardBastelraum (11m2) im Mietzins inkl.Zusätzlich grosser KellerEinstellhallenplatz, Aussenparkplatz oder Motorradplatz können dazu gemietet werdenöffentliche Verkehrsmittel ganz in der NäheLassen Sie sich direkt vor Ort über die verkehrsfreie und schöne Lage nahe Naturerholungsgebiet (Wald) überzeugen.Wir freuen uns auf Ihren Anruf!",True,False,True,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-oberwangen-b-bern/7107738
"4,5 Zimmer",177 m²,CHF 2490.—,CHF 2220.—,3173,Im Gschick 43,Oberwangen b. Bern,2008,"An familienfreundlicher Umgebung und ruhiger Lage vermieten wir per 1. Juni 2022 oder nach Vereinbarung diese moderne4 ½ - Zimmerwohnung mit direktem LiftzugangGrosse, offene, im Wohnraum integrierte Küche mit Barthekeseparate Dusche / WC mit eigenem WaschturmBadezimmer / WC mit BadewanneEinbauschränkepflegeleichter Plattenbodenganze Wohnung mit elektrischen Storengrosser, gedeckter Balkon mit schöner WeitsichtTop Grundrisskonzept mit optimalen MöblierungsmöglichkeitenAusbau entspricht Eigentumsstandarddirekter Liftzugang in WohnungKellerEinstellhallenplätze können für CHF 130.00 / mtl. gemietet werdenöffentlicher Verkehr ganz in der NäheLassen Sie sich direkt vor Ort über die verkehrsfreie und schöne Lage nahe Naturerholungsgebiet (Wald) überzeugen.Wir freuen uns auf Ihren Anruf!",True,False,True,False,False,True,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-oberwangen-b-bern/7107731
"2,5 Zimmer",71 m²,CHF 2580.—,CHF 2390.—,3011,Gerechtigkeitsgasse 54,Bern,2019,"Exklusive 2 ½ Zi. Altstadt Wohnung 71 m2, mit sehr viel Charme und Liebe zum DetailDie Wohnung wurde mit grosser, nachhaltiger Wertigkeit renoviert ist in einmaligem Zustand. Entsprechend suchen wir eine grossartige Mieterin I einen grossartigen Mieter, welche die Liebe zum Detail schätzten und mit uns teilenWohnzimmer mit restauriertem, geöltem Kassettenparkett, Einbauschränken und Kamin-Ofen 37m2Schlafzimmer mit restauriertem, geöltem Kassettenparkett, Einbauschränken mit Reduit und Waschecke 16.7m2Sep. WC und Duschetolle grosse Küche mit schöner Küchezeile und freistehendem Kühlschrank 6.5 m2Entree I Esszimmer im Lichthof mit Glasdecke 8.5m2Waschturm (Waschmaschine I Tumbler) im EGKleine Terrasse I Balkon in den InnenhofIn der ganzen Wohnung wurde neu Bodenheizung installiertFotos sagen mehr als Worte und wecken bei Ihnen hoffentlich Emotionen.",True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7107376
"3,5 Zimmer",80 m²,CHF 1560.—,CHF 1380.—,3250,Steinweg 7,Lyss,2005,"Das lebhafte Lyss verfügt über eine leistungsfähige Infrastruktur und hervorragende Verkehrsanbindung. Das Einkaufzentrum Lyssbachpark mit Einkaufsmöglichkeiten, Fitnesscenter, Coiffeur und Restaurants ist in unmittelbarer Nähe.Die sonnige 3.5-Zimmer-Wohnung bietet Ihnen viel Platz und überzeugt mit folgenden Annehmlichkeiten:moderne, hochwertige Küche mit jeglichem Komfortgrosses und lichtdurchflutetes Wohnzimmergrosszügiges Badezimmer mit Badewannegrosse sonnige Loggiaeigener WaschturmEin Einstellplatz kann zusätzlich für CHF 120.00/monatlich dazu gemietet werden.Die Fotos stammen von einer typähnlichen Wohnung. Abweichungen im Innenausbau sind möglich.Haben wir Ihr Interesse geweckt? Dann vereinbaren Sie einen Besichtigungstermin!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/7105408
"3,5 Zimmer",94 m²,CHF 2080.—,CHF 1800.—,3110,Terrassenweg 24,Münsingen,No information,"Wir vermieten diese attraktive Wohnung an ruhiger Wohnlage, welche Ihnen folgenden Wohnkomfort bietet:hochwertiger Eichen-Parkettboden in allen ZimmerPlattenboden in WC und BadezimmerAnkleidezimmerKüche mit Geschirrspülmaschine, Steamer sowie Tiefkühlfächerpraktische EinbauschränkeBalkoneigene Waschmaschine und TumblerKellerabteil inklusive!Ein Einstellhallenplatz kann bei Bedarf für CHF 100.00/Monat dazu gemeitet werden.Münsingen ist eine attraktive und aktive Kleinstadt. Sie bildet das Regionalzentrum im Aaretal, nahe der Bundesstadt Bern. Mehr als 100 Vereine tragen zur lebendigen und kulturellen Vielfalt in Münsingen bei. Freizeit und Sport werden gross geschrieben. Für das leibliche Wohl sorgen die Münsinger Gasthöfe und Restaurants.ÖV und Einkaufsmöglichkeiten befinden sich in der Nähe.Haben wir Ihr Interesse geweckt? Dann verschaffen Sie sich bei einer Besichtigung einen persönlichen Eindruck von dieser Wohnung.Wir freuen uns auf Ihre Kontaktaufnahme.*Es handelt sich um Musterfotos.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-muensingen/7104705
3 Zimmer,79 m²,CHF 1850.—,CHF 1600.—,3007,Pestalozzistrasse 14,Bern,2022,"Zu vermieten per sofort oder nach Vereinbarung an zentraler Lage im Mattenhof-QuartierMit Liebe zum Detail sanierte 3-Zimmer- AltbauwohnungFolgende Vorteile bietet das Bijou:grosse Küche mit moderner Küchenzeile sowie viel Platz für einen EsstischBad mit Wanne und viel Stauraumgeölter Fischgrätparkett in den Zimmern2 Balkone3 abschliessbare ZimmerKellerabteilund vieles mehrDie Tramverbindung Nr. 6 (Haltestelle Cäcilienstrasse)  erreichen Sie in einer Gehminute. Als Einkaufsmöglichkeit steht Ihnen das LOLA Mattenhof zur Verfügung. Weiteres ist die beliebte Gelaterie di Berna gleich um die Ecke.Wir freuen uns, wenn Sie sich an einer Besichtigung persönlich von den Vorzügen dieser Wohnungen überzeugen und stehen Ihnen gerne zur Verfügung.",True,False,False,False,False,False,True,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7104392
3 Zimmer,65 m²,CHF 1428.—,CHF 1213.—,3084,Kirchstrasse 138,Wabern,1968,"Diese sanierte Liegenschaft befindet sich an ruhiger, kinderfreundlicher Lage in der Nähe der Naherholungsgebiete Aare und Gurten. Die Busshaltestelle Bern - Morillon, Tramlinie Nr. 9 Bern - Sandrain und der SBB Bahnhof Wabern sind unweit vom Haus entfernt. Im nah gelegenen Dorfzentrum Wabern befinden sich verschiedenen Einkaufsmöglichkeiten, Banken, Post und Schulen. Die Liegenschaft verfügt über einen Personenaufzug. Die Waschküche wird in der Gemeinschaft genutzt.Die 3-Zimmer-Wohnung verfügt über:Küche mit GeschirrspülerBadezimmer mit WanneEinbauschränkeBalkonKellerabteilHaben wir Ihr Interesse geweckt? Dann melden Sie sich für eine Besichtigung der Wohnung via Kontoaktformular. Wir freuen uns!",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-wabern/7104376
"4,5 Zimmer",92 m²,CHF 1595.—,CHF 1295.—,2504,Westerholz 6,Biel/Bienne,1989,"An ruhiger Lage vermieten wir diese schöne Wohnung, welche Ihnen folgende Annehmlichkeiten zu bieten hat:Parkettboden im Wohn-/Esszimmer und SchlafzimmernPlattenboden in der Küche, Badezimmer, Korridor und sep. WCBadezimmer mit Badewanneseparates WCKellerEinkaufsmöglichkeiten sowie ÖV sind in wenigen Gehminuten zu erreichen.Haben wir Ihr Interesse geweckt? Dann füllen Sie das Kontaktformular aus, um die Besichtigungsinformationen direkt per E-Mail zu erhalten.Wir freuen uns auf Ihre Kontaktaufnahme.Bei den Bildern handelt es sich um Musterbilder, welche den Ausbaustandard der Wohnung zeigen.",False,True,True,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7104341
"2,5 Zimmer",53 m²,CHF 1274.—,CHF 1104.—,3250,Steinweg 7,Lyss,2005,"Das lebhafte Lyss verfügt über eine leistungsfähige Infrastruktur und hervorragende Verkehrsanbindung. Das Einkaufzentrum Lyssbachpark mit Einkaufsmöglichkeiten, Fitnesscenter, Coiffeur und Restaurants ist in unmittelbarer Nähe.Die helle 2.5-Zimmer-Wohnung über folgende Annehmlichkeiten:offene Küche mit jeglichem Komfortlichtdurchflutetes Wohnzimmer mit hellem Parkettbodengrosszügiges Badezimmer mit Badewannesonnige Loggiaeigener WaschturmEin Einstellplatz kann zusätzlich für CHF 120.00/monatlich dazu gemietet werden.Die Fotos stammen von einer typähnlichen Wohnung. Abweichungen im Innenausbau sind möglich.Haben wir Ihr Interesse geweckt? Dann vereinbaren Sie einen Besichtigungstermin!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/7104333
"3,5 Zimmer",91 m²,CHF 1660.—,CHF 1440.—,3250,Steinweg 3,Lyss,2005,"Das lebhafte Lyss verfügt über eine leistungsfähige Infrastruktur und hervorragende Verkehrsanbindung. Das Einkaufzentrum Lyssbachpark mit Einkaufsmöglichkeiten, Fitnesscenter, Coiffeur und Restaurants ist in unmittelbarer Nähe.Die sonnige 3.5-Zimmer-Wohnung verfügt über folgende Eigenschaften:moderne Küche mit jeglichem Komfortgrosses und lichtdurchflutetes Wohnzimmer mit vielen Einrichtungsmöglichkeitengrosszügiges Badezimmer mit Badewannezwei grosse, sonnige Loggiaseigener WaschturmEin Einstellplatz kann zusätzlich für CHF 120.00/monatlich dazu gemietet werden.*Achtung: Grundrissplan stimmt nicht ganz überein, es sich drei abgeschlossene Räume.Die Fotos stammen von einer typähnlichen Wohnung. Abweichungen im Innenausbau sind möglich.Haben wir Ihr Interesse geweckt? Dann vereinbaren Sie einen Besichtigungstermin!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/loft-mieten-lyss/7104332
"3,5 Zimmer",86 m²,CHF 2015.—,CHF 1740.—,3027,Gigonweg 14,Bern,2010,"Die Überbauung befindet sich unmittelbar neben dem Einkaufszentrum Westside.Die moderne, grosse Wohnung mit 86m2 bietet Ihnen folgende Annehmlichkeiten:moderne Küche mit jeglichem Komfort und viel Stauraumschöner hochwertigen Parkettboden in Wohn-und Schlafzimmerndunkler Plattenboden in Küche und im Badezimmermodernes Badezimmer mit Badewannepraktisches Ankleidezimmerder rund 10m2 grosse Balkon ergänzt den Wohn- und Essbereich optimalzusätzlichen Stauraum erhalten Sie durch ein eigenes Kellerabteil.Nach Bedarf können Sie einen Einstellplatz für monatlich CHF 125.00 dazu mieten.Der Anschluss an die öffentlichen Verkehrsmittel ist optimal gewährleistet. Der Zug sowie das Tram fahren in häufigem Zeitabstand direkt nach Bern.Haben wir Sie neugierig gemacht? Melden Sie sich noch heute für einen Besichtigungstermin.",False,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7104330
"3,5 Zimmer",79 m²,CHF 1640.—,CHF 1410.—,3018,Hüsliackerstrasse 1,Bern,2009,"Die attraktive Überbauung ist in der Nähe des Bahnhofs Bümpliz-Süd, sowie des Autobahnanschlusses situiert. In nur 2-Gehminuten erreichen Sie Bushaltestelle Hüsliacker - was für Pendler ideal ist.Die lichtdurchflutete Wohnung mit 79 m2 bietet folgenden Annehmlichkeiten:offene Küche mit Granitabdeckung, Glaskeramikkochfeld & Geschirrspülergrosszügiges Badezimmer mit Badewanne zum Verweilenpraktischer Wohnungsgrundriss für jegliche Einrichtungsstielesonniger Balkon für entspannende MomenteWaschturm zu alleinigen Nutzung in der WohnungBei Bedarf kann ein Einstellplatz für monatlich CHF 125.00 dazu gemietet werden.Haben wir Sie neugierig gemacht? Dann vereinbaren Sie noch heute einen Besichtigungstermin.Wir freuen uns auf Sie!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7104329
"5,5 Zimmer",142 m²,CHF 3200.—,CHF 2800.—,3007,Scheuerrain 4,Bern,2003,"Die Überbauung befindet sich in einer attraktiven und bestens erschlossenen Gewerbe- und Wohnzone im Zentrum der Stadt Bern. Das Marzili ist in wenigen Gehminuten zu Fuss erreichbar.Diese charmante 5.5-Zimmer-Wohnung im 1. OG überzeugt mit folgenden Annehmlichkeiten:moderne Küche mit jeglichem Komfort und viel Stauraumüberdurchschnittlich grosse Terrassezusätzlicher Balkon in einem Schlafzimmergrosszügige Schlafzimmergrössengrosses Badezimmer mit Badewanne zum Verweilenzweites Badezimmer mit Dusche und Waschturmgeräumiges KellerabteilDiverse Einstellplätze können für monatlich Fr. 190.00 dazu gemietet werden.Haustiere sind in dieser Liegenschaft nicht erlaubt.Verpassen Sie diese Gelegenheit nicht und vereinbaren Sie einen Besichtigungstermin!*Es handelt sich um typähnliche Fotos der Wohnung, Abweichungen im Innenausbau sind möglich",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7104328
3 Zimmer,No information,CHF 1470.—,CHF 1300.—,3097,Könizstrasse 187,Liebefeld,No information,"Wir vermieten per 1. August 2022 an der Könizstrasse 187, 3097 Liebefeld eine schöne, gemütliche 3-Zimmerwohnung im 2. OG.Die Liegenschaft hat keinen Lift, dafür eine Neue Wärmepumpe (Erdsonde)Haben wir Ihr Interesse geweckt?Gerne dürfen Sie sich bei uns melden.",True,False,False,False,True,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-liebefeld/7103415
3 Zimmer,70 m²,CHF 1390.—,No information,3063,Worblentalstrassse 103,Ittigen,2022,"Besichtigung Mittwoch, 18. Mai 2022, 18.30 Uhr - Bitte kommen Sie ohne Voranmeldung vorbei.Die Wohnung wurde modern und komfortabel renoviert und ist für die Erstvermietung bereit. Helle Küche mit Geschirrspüler. Das Haus liegt an der Badhausstrasse, seitlich abgewandt zur Worblentalstrasse, d.h. trotz der zentralen Lage sehr ruhig. Ein Balkon und die Gartenmitbenutzung runden das Angebot ab. In nächster Nähe liegen der RBS-Bahnhof, die Einkaufmöglichkeiten Talgut-Zentrum und Migros. Innert weniger als 10 Minuten ist der Bahnhof Bern erreichbar. Ein Keller und ein Estrich gehören auch zum Objekt. Die Bilder sind aus verschiedenen Wohnungen.",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/7103273
"3,5 Zimmer",93 m²,CHF 1790.—,CHF 1550.—,2503,Zentralstrasse 68,Biel/Bienne,2010,"Die Lage Sie haben viele unterschiedliche Interessen, sind aktiv, lieben Sport und Kultur? Ihre Familie, Ihre Arbeit und die Natur sind Ihnen wichtig? Und Ihr grosser Wunsch ist ein zu Hause zum Wohlfühlen und Geniessen? Biel ist ideal.Ein Rundgang durch Ihre Wohnung Die Liegenschaft wurde im Jahr 2011 erstellt. Diese Wohnung mit einer Wohnfläche von 93m² überzeugt mit modernem, ansprechendem Ausbau. In der geräumigen Küche macht es Spass für die Familie oder Gäste zu kochen. Weiter bietet Ihnen diese Wohnung folgende Vorzüge:Moderne Einbauküche mit Glaskeramikkochfeld, Backofen, Geschirrspüler, Kühlschrankkombination mit abgetrenntem Gefrierfach, GranitabdeckungBadezimmer mit Badewanne, Dusche, Waschtisch, WC, Waschmaschine/Tumblersep. WC mit WaschtischParkett im Wohn-, Schlaf- und KinderzimmerPlattenboden in der Küche, Badezimmer und sep. WCgrosszügiger BalkonKellerabteilDetails Ein Einstellhallenplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden. Unser hauptamtlicher Hauswart hält die Liegenschaft im Schuss und ist jederzeit Ihr Ansprechpartner. Biel ist hervorragend ans Schweizer Strassen- und Eisenbahnnetz angebunden. Vier internationale Flughäfen sind innert 90 Minuten erreichbar. Nebst einer beispielhaften Infrastruktur bietet die Jura- und Seestadt auch ein abwechslungsreiches Freizeitangebot: zahlreiche Sportvereine, verschiedene kulturelle Anlässe, Museen, Naherholungsgebiete (Bielersee, Jura, Parkanlagen, Wälder usw.)Weitere Informationen über Biel finden Sie unter: www.biel-bienne.chAnrufen. Besichtigen. Mieten. Suchen Sie eine trendige Wohnung? Wir freuen uns auf Ihre Kontaktaufnahme!4L services AGHerr Anthony Buholzer032 396 05 60Als Mieter von Helvetia profitieren Sie von 50% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Bei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/miete",False,True,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7101842
1 Zimmer,31 m²,CHF 920.—,CHF 760.—,3007,Zieglerstrasse 36,Bern,1970,Per 1. August 2022 vermieten wir eine moderne 1-Zimmer-Wohnung an zentraler Lage.Parkettboden im Korridor und ZimmerPlattenboden in Küche und BadNasszelle mit Duscheeingebaute Garderobe im EingangsbereichWandschrank in KorridorBalkon vorhandenLift vorhandenWaschtürme zur gemeinschaftlichen NutzungKEIN Keller- und EstrichabteilFotos sind von einem VergleichsobjektEs kann ein Aussenparkplatz CHF 120.- oder Einstellhallenplatz CHF 150.- / monatlich dazu gemietet werden.Die Zentrale Lage bietet Ihnen alles in unmittelbarer Nähe:Öffentliche Verkehrsmittel 2 Minuten zu Fuss entfernt12 Minuten zu Fuss bis zum Hauptbahnhof BernEinkaufsmöglichkeiten am Eigerplatz in 5 Minuten zu Fuss erreichbarAutobahnauffahrt Forsthaus 2.5 km entferntHaben wir Ihr Interesse geweckt? Dann nehmen Sie mit uns Kontakt auf! Wir freuen uns über Ihren Anruf.,True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7101013
"4,5 Zimmer",100 m²,CHF 1370.—,CHF 1140.—,2503,Bärenmatt 10,Biel/Bienne,No information,"(Deutsch) Wenn Sie in einem kleinen 5-Familienhaus mit sympathyschen Mitbewohnern eine schöne Dach-Wohnung, in der nähe vom Zentrum suchen, sind Sie hier bei uns richtig!Die Wohnung ist in gutem Zustand und hatWeitsicht.Kein Balkon und kein LIftGrosszügiges Wohn- und Esszimmer mit 3 grossen Dachflächenfenster.Keller und grosser Estrich inklusive.Mit zwei bis drei Busstationen oder in paar Minuten zu Fuss sind Sie schon voll im Zentrum Biel.Kommen Sie für eine persönliche Besichtigung und entscheiden Sie sich!(Français) Si vous voulez être dans une petite maison 5-famille avec des colocataires sympathique, un bel appartement sous le toit et à proximité du centre, vous êtes au bon endroit ici!L'appartement est en bon état et à louer à long terme, pas de balcon et sans ascenseur, salon spacieux et salle à manger avec 3 grandes lucarnes, sous-sol et grand grenier.En quelques minutes, vous êtes dans le centre de Bienne.Venez pour une visite personnelle et décidez-vous!",False,False,False,False,False,False,False,True,False,https://www.immoscout24.ch/de/d/dachwohnung-mieten-biel-bienne/7100675
"3,5 Zimmer",82 m²,CHF 2260.—,CHF 2060.—,3015,Weltpoststrasse 3C,Bern,2019,"Wünschen Sie sich eine moderne Wohnung, die genau Ihren Vorstellungen entspricht? Im neu erstellten Weltpost Park im Oberen Murifeld werden Sie fündig: 170 Stadtwohnungen in verschiedenen Grössen, Komfort- und Preisklassen stehen zur Wahl. Für Singles, Paare und Familien, die das Leben in der Stadt lieben.Die Wohnsiedlung Weltpost Park liegt genau gegenüber dem Hauptsitz des Postvereins. An dieser zentralen Wohnlage sind Sie in vielerlei Hinsicht privilegiert: Sie gehen zu Fuss oder mit dem Velo einkaufen und finden in nächster Nähe alles, was Sie brauchen: Supermärkte, kleine Läden, Cafés und Restaurants. In enigen Minuten erreichen Sie die Berner Innenstadt. Und wenn Ihnen der Sinn nach Erholung in der Natur steht, kommen Sie im Egghölzliwald oder in der Elfenau auf Ihre Rechnung. Zudem gelangen Sie in kürzester Zeit auf die beiden nahe gelegenen Anschlüsse der Autobahn A6.Für Ihre Wohnqualität:Eichenparkett matt versiegelt in Wohn- und SchlafzimmerPlattenboden in den Nasszellenmoderne und offene KücheNasszelle mit Badewanneseparate Nasszelle mit DuscheEinbauschränkezwei kleine LoggiasKellerabteilLiftBei den Bildern handelt es sich um Beispielbilder.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns, um einen individuellen Besichtigungstermin zu vereinbaren.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7100065
"1,5 Zimmer",37 m²,CHF 1290.—,CHF 1170.—,3007,Schwarztorstr. 36,Bern,1977,"Sie lieben das Leben in der Stadt und Sie mögen es modern? Wir haben die Wohnung für Sie!In der komplett sanierten Liegenschaft im Monbijouquartier vermieten wir eine neu erstellte 1.5-Zimmerwohnungen, per sofort oder nach Vereinbarung.Die moderne Wohnung bietet folgendes für Ihre Wohnqualität:Eichenparkett matt versiegeltPlattenboden in Nasszelle und Küchenbereichmoderne KücheDie Küche ist mit V-ZUG Geräten ausgestattetNasszelle mit BadewanneEinbauschränkekein BalkonKellerabteilLiftEinstellplätze können für CHF 150.00 / Monat dazu gemietet werden. Der öffentliche Verkehr und Einkaufsmöglichkeiten befinden sich in der Nähe.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns, um einen individuellen Besichtigungstermin zu vereinbaren.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7100061
"3,5 Zimmer",77 m²,CHF 1680.—,CHF 1450.—,2502,Florastrasse 5,Biel/Bienne,No information,"Per 01.08.2022 vermieten wir diese schöne 3.5-Zimmerwohnung in Biel.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit hochwertigem ParkettbodenKüche und Nasszellen mit pflegeleichtem PlattenbodenGrosszügig geschnittene, lichtdurchflutete RäumeHelle, offene Küche mit Glaskeramikherd, Backofen auf Sichthöhe, Geschirrspüler, viel Stauraum für Ihre Küchenutensilien und TageslichtModernes Badezimmer mit WC, Lavabo, Spiegelschrank und BadewanneSeparates WC mit Lavabo, Spiegelschrank und DuscheEigener Waschturm (Waschmaschine und Trockner) in der WohnungGemütlicher, sonniger Balkon zum VerweilenEigenes Kellerabteil im UntergeschossVeloraum zur MitbenutzungLift vorhandenDie Hauskatzen- und Hundehaltung ist in dieser Liegenschaft erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 200.- pro Monat dazu gemietet werden.Umgebung:Die Liegenschaft befindet sich mitten im Herzen von Biel / BienneDiverse Einkaufsmöglichkeiten befinden sich in der nahen UmgebungIn weniger als 5 Gehminuten erreichen Sie die Bushaltestelle ""Brunnenplatz"" - mit dem Bus erreichen Sie den Bahnhof Biel in circa 5 FahrminutenBitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7099612
"2,5 Zimmer",57 m²,CHF 1560.—,CHF 1360.—,3008,Murtenstrasse 1,Bern,1933,"Sonnige, zentrale Lage - Nähe Inselspital, öV und Einkaufsmöglichkeitensanierte, helle Wohnung - offene, moderne Küche mit Granitabdeckung und einer Theke - geräumiges Badezimmer mit Badewanne und Fenster - Platten- und Parkettböden - diverse Wandschränke bieten zusätzlichen Stauraum - Balkon - Kellerabteil",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7098567
