rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,url_immoscout,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher
3.0,66.0,1490,1280,3098,Dorfbachstrasse 62,Köniz,1962,Das Mehrfamilienhaus liegt an ruhiger und kinderfreundlicher Lage Nähe Könizerbad. Schule und Kindergarten sind problemlos zu Fuss zu erreichen. Öffentliche Verkehrsmittel sowie Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.Die 3-Zimmer-Wohnung im 1.OG bietet Ihnen:moderne Küche mit Glaskeramik Granitabdeckung und Geschirrspülerhelles modernes BadezimmerKüche Bad und Korridor mit PlattenbodenAlle Zimmer mit ParkettbodenEinbauschränkesonniger BalkonKeller- sowie EstrichabteilHaben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren uns für einen Besichtigungstermin.,https://www.immoscout24.ch/de/d/wohnung-mieten-koeniz/7089974,True,False,False,False,False,False,False,False,False
3.5,80.0,1850,1629,3097,Sägestrasse 18,Liebefeld,2022,Ruhige sonnige zentral gelegene Wohnung in gepflegtem Mehrfamilienhaus. Einkaufsmöglichkeiten in 5min. Zu Fuss erreichbar. Könizbergwald und Steinhölzliwald in nächster Umgebung.Halbgedeckter Westbalkon. Treppenlift.Badewanne Geschirrspüler vorhanden grosser Keller und Estrich Veloabstellplatz.Langjähriger Mietvertrag erwünscht**Highlights:GrossräumigZentral gelegenkurzer gehweg zum EinkaufenNahe an der Natur (Wald)TreppenliftGrosse KellerGrosser Estrich**,https://www.immoscout24.ch/de/d/wohnung-mieten-liebefeld/7089751,True,True,True,False,False,False,False,False,False
1.0,31.0,750,630,2500,General-Dufourstrasse 104,Biel/Bienne,0,Die Liegenschaft wurde im Jahr 1965/66 erbaut. Zwischen den Jahren 2008 und 2010 wurde die Gebäudehülle die Heizung und das Treppenhaus saniert. Die Liftanlage wurde gerade erneuert. Durch die zentrale Lage diverse Einkaufsmöglichkeiten die zu Fuss in 10 Minuten erreichbar sind ist die Lage in Biel sehr angenehm. Für Familien gibt es Schulen und Kindergarten in der Nähe. Eine Bushaltestelle befindet sich direkt vor dem Haus. Der Stadtpark befindet sich in unmittelbarer Nähe.Wir vermieten per sofort oder nach Vereinbarung dieses frisch renovierte Studio.Die Küche verfügt über ein Glaskeramikkochfeld. Das Badzimmer mit Dusche bietet die optimale Voraussetzung für die tägliche Frische. Der Einbauschrank im Eingangsbereich ergänzt diese Wohnung perfekt mit Stauraum. Auf dem Balkon lassen sich gemütliche Stunden im Freien verbringen.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7089731,True,False,True,False,False,False,False,False,False
2.5,70.0,1590,1360,3177,Stegmätteli 1,Laupen BE,2014,Im schönen Laupen vermieten wir eine tolle Wohnung mit viel Charme und folgenden Vorzügen:Lichtdurchflutete RäumeParkett- und PlattenbodenAttraktive RaumaufteilungGrosszügiger BalkonOffene moderne KücheBadezimmer mit Badewanne und FensterWaschtürme im Untergeschoss zur gemeinsamen NutzungEigener KellerraumÖffentliche Verkehrsmittel und diverse Einkaufsmöglichkeiten in der Nähe*Die Bilder können leicht vom ursprünglichen Objekt abweichen. Der Ausbaustandard ist jedoch identisch.Kommen Sie vorbei und überzeugen Sie sich selbst. Wir freuen uns auf Ihren Anruf!,https://www.immoscout24.ch/de/d/wohnung-mieten-laupen-be/7089066,True,False,False,False,False,False,False,False,False
3.5,87.0,1620,1400,3063,Talgut-Zentrum 14,Ittigen,1988,Per 01.07.2022 oder nach Vereinbarung vermieten wir eine schöne und grosszügige 3.5-Zimmerwohnung im 1. OG.Grosszügige Küche mit GeschirrspülerBad/WC und sep. WCHelle sonnige WohnungLaminatboden in der ganzen WohnungEinbauschränke und Garderobe im EntréeGrosser sonniger BalkonKellerabteilEinstellhallenplätze à Fr. 105.-- können dazu gemietet werden. RBS-Station und Einkaufszentrum in unmittelbarer Nähe.Bei diesen Bildern handelt es sich um Standard-Fotos die genaue Bauweise muss vor Ort abgeklärt werdenHaben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/7088750,True,False,True,False,False,False,False,False,False
3.5,119.0,1950,1800,3360,Waldgasse 8,Herzogenbuchsee,0,Sie sind auf der Suche nach einer wunderschönen nah an der Natur gelegenen und lichtdurchfluteten 3.5 Zimmer Maisonette-Wohnung in Herzogenbuchsee? Dann sind Sie hier richtig!Die Wohnung befindet sich im 3.OG in einem familienfreundlichen ruhigen Quartier ohne Durchgangsverkehr und bietet ihnen einen grossen Wohn- und Essbereich sowie eine moderne geräumige Küche mit Granitabdeckung. Des Weiteren verfügt die Wohnung über eine Bodenheizung die in jedem Raum separat regelbar ist sowie Internet mit Glasfasererschliessung. Um in den oberen Stockwerk zu gelangen können sie zum einen die moderne Glastreppe nutzen oder Sie entscheiden sich für den Lift der direkt in die Wohnung führt. Dort erwartet Sie ein grosszügiges Zimmer eine Nasszelle mit Waschmaschine und Tumbler sowie eine wunderschöne Galerie. Zudem haben Sie die Möglichkeit von dort aus auf dem Estrich zu gelangen der zusätzlichen Stauraum bietet. Um die kommenden Sommertage geniessen zu können haben Sie die Möglichkeit auf zwei grossen Balkonen zu verweilen. Für das Parkieren Ihres Fahrzeuge stehen Ihnen Tiefgaragenplätze für zzgl. 100- CHF zur Verfügung.Kommen Sie vorbei und überzeugen Sie sich selbst.Sie sind an dieser Wohnung interessiert zögern jedoch an der Etage oder weiteren Details? Kein Problem. Gerne zeigen wir Ihnen weitere Wohnungen im Quartier.Dieses CLASSICHOMES-Angebot zeichnet sich durch folgende Vorteile aus:LichtdurchflutetFamilienfreundlichModerne und offene Küche mit GranitabdeckungElektrische Storen im WohnbereichInternet mit Glasfasererschliessung im HausEigene Waschmaschine und TumblerZwei Nasszellen mit DoppellavabosZwei grosszügige BalkoneGalerieSchwedenofenEinbauschrankGegensprechanlage mit KameraBodenheizungWärmepumpeEigenes KellerabteilGrosser eigener EstrichLift der bis in die Wohnung gehtEinstellhallenplätze für zzgl. 100.- CHFWohnung auch zur Nutzung als Büro Atelier oder kleinere Praxis möglichund und und...Zustand: In einem gepflegtem Zustand teilweise frisch renoviert.Lage: Ruhige Lage ohne Durchgangsverkehr. Nah an der Natur und dennoch zentralInteressiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung!Selber eine Immobilie zu vermarkten?Wir überzeugen mit fairen und transparenten Konditionen!Für mehr Immobilien besuchen Sie unsere Webseite unter:www.classichomes.chKostenlose Marktwertschätzunghttps://www.classichomes.ch/immobilienbewertung.xhtml,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-herzogenbuchsee/7088261,True,False,True,False,False,True,False,True,False
3.0,68.0,1010,750,2610,Rue Baptiste Savoye 53,St-Imier,0,Appartement de 3 pièces d'une surface de 68 m2 proche des commercesAvec ascenseur idéal pour une personne senior offrant une cuisineéquipée habitable un séjour lumineux avecbalcon 2 chambres de nuit  un hallune salle de bains/WC et une cave.Possibilité de louer une place de parcextérieure.,https://www.immoscout24.ch/de/d/wohnung-mieten-st-imier/7088183,False,False,False,False,False,False,False,False,False
3.0,70.0,1370,1110,2502,Dufourstrasse 149,Biel/Bienne,1929,In einer gepflegten Liegenschaft an der Dufourstrasse 149 in Biel vermieten wir eine originelle3-Zimmerwohnung im 1. StockHelles Wohnzimmer mit BalkonPraktische Wohnküche mit KüchenbalkonAlle Zimmer mit BuchenparkettSchönes Badezimmer mit BadewanneKorridorKeller und EstrichHaben wir Ihr Interesse geweckt? Gerne zeigen wir Ihnen diese gemütliche Wohnung.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7086782,True,False,False,False,False,False,False,False,True
4.5,94.0,1765,1500,3098,Blinzernfeldweg 14,Köniz,2000,Per 01.08.2022 vermieten wir diese helle 4.5-Zimmerwohnung in Köniz.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohnzimmer und Schlafzimmer mit ParkettbodenBadezimmer mit PlattenbodenGrosses Wohnzimmer mit viel TageslichtHelle und geräumige SchlafzimmerKüche mit PVC-BodenKüche mit Glaskeramikherd Geschirrspüler Backofen und ausreichend Stauraum für Ihre KüchenutensilienBadezimmer mit WC Lavabo Spiegelschrank und DuscheTrockenraum zur MitbenutzungEigenes KellerabteilHaustiere sind erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 120.00 pro Monat dazu gemietet werden.Umgebung:Die Liegenschaft verfügt über einen eigenen SpielplatzDiverse Einkaufsmöglichkeiten befinden sich in unmittelbarer NäheEine Bushaltestelle ist in wenigen Gehminuten entferntBitte beachten Sie dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.,https://www.immoscout24.ch/de/d/wohnung-mieten-koeniz/7085847,False,True,False,False,False,False,False,False,False
3.0,70.0,1350,1090,2502,Dufourstrasse 149,Biel/Bienne,1929,In einer gepflegten Liegenschaft an der Dufourstrasse 149 in Biel vermieten wir eine gemütliche3-Zimmerwohnung im 4. Stockmit:Neuer Wohnküche und kleinem KüchenbalkonAlle Zimmer mit BuchenparkettbödenSchlafzimmer mit EinbauschränkenSaniertes Badezimmer mit BadewanneGrosszügiges Entrée/KorridorKeller und EstrichKein LiftHaben wir Ihr Interesse geweckt? Gerne zeigen wir Ihnen diese originelle Wohnung!,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7085459,True,False,False,False,False,False,False,False,True
4.5,112.5,1450,1230,4950,Bergstrasse 8a,Huttwil,0,HERRLICH MODERNE WOHNUNG ZU VERMIETEN! Helle 4.5 Zimmerwohnung im Herzen von Huttwil!Topmoderne Küche und Badezimmer Böden sind mit modernen Steine belegtBalkon mit atemberaubender Aussicht vorhandenDie Wohnung wird Ihnen bestimmt gefallen!!!! Vereinbaren Sie noch heute einen Besichtigungstermin,https://www.immoscout24.ch/de/d/wohnung-mieten-huttwil/7084136,True,False,False,True,False,False,False,False,False
4.5,111.0,1810,1620,3373,Neufeldweg 3,Heimenhausen,0,Die Mehrfamilienhäuser Flurmatt sind in modernem Hightech-Holzbau gefertigt. Dies schafft ein behaglichesRaumklima. Holzbau ist ein nachwachsender Baustoff dazu sorgt die hocheffiziente Isolation für tiefeHeizkosten.Die grosszügige Wohnung ist mit einem dunklen Parkettboden versehen.Grosser Wohn- und Essbereich mit moderner Küche. Die Küche ist mit einer Kochinsel einem Geschirrspüler sowie einem Glaskeramikkochfeld ausgestattet.Die Wohnung verfügt über zwei Badezimmer eines mit Badewanne und WC und eines mit Dusche WC und Waschturm.Weiter gehört zu dieser Parterre-Wohnung ein grosszügiger Gartensitzplatz.Auf Wunsch kann ein Parkplatz für CHF 40.00/Monat dazu gemietet werden.Haben wir Ihr Interesse geweckt dann zögern Sie nicht uns zu kontaktieren.,https://www.immoscout24.ch/de/d/wohnung-mieten-heimenhausen/7083554,False,True,False,True,False,False,False,False,False
4.5,92.0,1600,1280,3236,Rebenweg 41,Gampelen,0,Wir vermieten per 1. Juli 2022 oder nach Vereinbarung eine gemütliche 4.5-Zimmerwohnung in ruhigem 6-Familienhaus. Die Wohnung bietet folgenden Ausbaustandard:Küche und Wohnzimmer mit LaminatbodenBad mit PlattenbodenSchlafzimmer und Kinderzimmer mit Laminatsonniger BalkonKellerabteilMitbenützung  WaschkücheZur Wohnung kann ein Aussenparkplatz für CHF 50.00 dazu gemietet werden.Sind Sie interessiert? Wir freuen uns über Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-gampelen/7082992,True,True,False,True,False,False,False,False,False
2.5,55.0,1050,850,3205,alte Bernstrasse 36,Gümmenen,0,Wir vermieten an ruhiger und kinderfreundlicher Lage in Allenlüften eine schöne und helle 2.5-Zimmer-Wohnung im 1. Obergeschoss eines Dreifamilienhauses. Allenlüften liegt zwischen Bern und Murten und ist mit dem privaten Verkehrsmittel sowie mit dem nahegelegenen Autobahnanschluss gut erreichbar.Die Wohnung verfügt über:grosse und abgeschlossene Küche mit Geschirrspüler Glaskeramikherdim Bad und in der Küche Plattenbodenbeläge und in den übrigen Räumen PakettbodenWandschränkeKellerabteilEin Parkplatz kann für CHF 30.00 dazu gemietet werdenWaschküche mit Entfeuchter für 2 ParteienHaben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns für einen persönlichen und unverbindlichen Besichtigungstermin.,https://www.immoscout24.ch/de/d/wohnung-mieten-guemmenen/7082646,False,False,False,True,False,False,False,False,True
3.5,85.0,1610,1400,2558,Mittelstrasse 19,Aegerten,0,Per sofort oder nach Vereinbarung vermieten wir diese 3.5 Zimmerwohnung mit folgenden Eigenschaften:alle Zimmer und Wohnzimmer mit Parkettoffene moderne Küche mit Glaskeramik und Geschirrspülereigene Waschmaschine und Tumbler im ReduitBad mit Badewanne und Plattenbodenschöne Terrasse zum verweilenEin Einstellplatz kann für 125.00 CHF pro Monat dazu gemietet werden.Einkaufsmöglichkeiten sind in wenigen Gehminuten zu Fuss zu erreichen.Haben wir Ihr Interesse geweckt? So zögern Sie nicht und sichern Sie sich noch heute Ihren Besichtigungstermin.*Die Fotos stammen von einer vergleichbaren Wohnung*Wir freuen uns auf Sie!,https://www.immoscout24.ch/de/d/wohnung-mieten-aegerten/7082108,True,True,True,False,False,False,False,True,False
2.5,71.0,1690,1450,3067,Rämelgässli 80/82,Boll,2018,Sind Sie auf der Suche nach einer modernen und grosszügigen Wohnung? Dann haben wir genau das Richtige für Sie! Diese 2.5-Zimmerwohnung ist per 01.08.2022 verfügbar und bietet Ihnen folgende Vorzüge:Wohn- und Schlafzimmer mit hellem ParkettbodenNasszelle mit pflegeleichtem PlattenbodenModerne offene Küche mit Kochinsel Glaskeramikherd Backofen Geschirrspüler und viel Stauraum für Ihre KüchenutensilienBadezimmer mit WC Lavabo Spiegelschrank Badewanne und TageslichtPraktisches Reduit mit eigenem Waschturm (Waschmaschine und Trockner)Gemütlicher Balkon zum VerweilenEigenes Kellerabteil im UntergeschossLift vorhandenDie Katzen- und Hundehaltung ist in dieser Liegenschaft erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 125.00 pro Monat dazu gemietet werden.Umgebung:Ruhige Wohnsiedlung im Grünen und dennoch zentralÖffentlicher Verkehr in nächster UmgebungEinkaufmöglichkeiten in wenigen Autominuten erreichbarBei den Innenfotos handelt es sich um Musterfotos welche lediglich den Ausbaustandard darstellen und leicht vom Mietobjekt abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.,https://www.immoscout24.ch/de/d/wohnung-mieten-boll/7080912,True,True,True,False,False,False,False,True,False
2.5,44.0,1270,1100,3052,Bernstrasse 205,Zollikofen,0,Per 01.09.2022 vermieten wir diese schöne und moderne 2.5-Zimmerwohnung in Zollikofen. Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Nasszelle mit pflegeleichtem dunklen PlattenbodenSehr helle Zimmer mit schöner FensterfrontOffene Küche mit Glaskeramikherd Geschirrspüler Backofen und viel Stauraum für Ihre KüchenutensilienBadezimmer mit WC Lavabo Spiegelschrank und BadewanneGemütlicher Loggia zum VerweilenEigenes Kellerabteil im UntergeschossWaschküche und Trockenraum zur MitbenutzungLift vorhandenDie Haustierhaltung ist in dieser Liegenschaft erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 120.00 pro Monat dazu gemietet werden.Umgebung:Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer NäheVielseitige Angebote für Paare und Singles runden die nahezu perfekte Lage hinsichtlich Infrastruktur in fast allen Bereichen abSehr gute Anschlüsse an die Autobahn und an den öffentlichen VerkehrBitte beachten Sie dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.,https://www.immoscout24.ch/de/d/wohnung-mieten-zollikofen/7080722,False,False,True,False,False,False,False,False,False
3.5,91.0,1670,1470,3270,Bahnhofstrasse 11 / W4,Aarberg,2015,Wir vermieten per 1. August oder nach Vereinbarung eine sehr schöne 3.5 Zimmer-Wohnung im Aaberg Center:Neubau 2015Ganze Wohnung ParkettBad mit BadewanneSep. WCEigener WaschturmSonnige TerrasseEinkaufsmöglichkeiten im HausZentrale LageEinstellplatz kann für CHF 120.00/Monat dazu gemietet werdenHaben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihren Anruf,https://www.immoscout24.ch/de/d/wohnung-mieten-aarberg/7080201,False,False,True,False,True,False,True,False,False
3.5,65.0,1450,1270,2560,Hauptstrasse 26,Nidau,2013,WOHNEN IM STEDTLI NIDAU - modern praktisch und zeitnahPer 16. Juli 2022 oder nach Vereinbarung vermieten wir eine schöne 3-Zimmerwohnung im Herzen von Nidau.Die Wohnung ist wie folgt ausgestattet:Platten und Akazienparkett gedämpft (dunkel)moderne Küchen mit Induktions-Glaskeramikherd und Granitabdeckungeigener WaschturmReduit in Wohnungder Ausbau ist sehr exklusiv und modernkein Lift Balkon und KellerHaben wir Ihr Interesse geweckt? Dann rufen Sie uns an gerne ermöglichen wir Ihnen einen persölichen Besichtigungstermin vor Ort.,https://www.immoscout24.ch/de/d/wohnung-mieten-nidau/7076235,True,False,False,False,False,False,False,True,False
5.0,108.0,2200,1850,3084,Kirchstrasse 144,Wabern,1968,Die Liegenschaft liegt an ruhiger Lage zwischen dem Gurten und der Aare. Die S-Bahn-Station Wabern und die Tramhaltestelle Sandrain sowie diverse Einkaufsmöglichkeiten sind bequem zu Fuss erreichbar. Falls ein Auto vorhanden ist muss ein Einstellplatz dazugemietet werden.Die helle 5-Zimmer-Wohnung verfügt über:moderne halboffene Küche mit Durchreichemodernes Badezimmer mit Wanne/WCseparates WCdrei abgeschlossene ZimmerParkett- und PlattenbödenEinbauschränkegedeckter BalkonWaschmaschine und Tumbler in WohnungKellerabteilHaben wir Ihr Interesse geweckt? Dann können Sie sich via Kontaktformular bei uns melden. Wir freuen uns auf Ihre Kontaktaufnahme!,https://www.immoscout24.ch/de/d/wohnung-mieten-wabern/7075802,True,False,True,False,False,False,False,True,False
3.0,61.0,1490,1250,3600,Pestalozzistrasse 85b,Thun,1964,"Wir vermieten eine attraktive Wohnung mit folgenden Vorteilen:Lichtdurchflutete RäumeSchöner Eichenparkett in allen WohnräumenModerne Küche mit Naturstein AbdeckungBadezimmer mit DuschSonniger Balkon mit Sicht in die Berner AlpenBushaltestelle ""Westquartier"" in unmittelbarer NäheAutobahnanschluss Richtung Bern Interlaken in 3 Min. erreichbarEinkaufszentren ""Oberland und Panorama"" in 3 AutominutenStadt Thun mit dem Fahrrad in 10 Min. erreichbar mit dem ÖV 5 Min.Gern zeigen wir Ihnen die Wohnung bei einem unverbindlichen Besichtigungstermin - wir freuen uns auf Ihre Anfrage!*Fotos können leicht vom Objekt abweichen zeigen aber den Ausbaustandard!",https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7067222,True,True,False,False,False,False,False,False,False
2.5,65.0,1180,1060,2502,Hermann-Lienhardstrasse 26,Biel/Bienne,2016,Sie interessieren sich für eine aussergewöhnliche Wohnung mit atemberaubender Sicht auf die AlpenWir vermieten per soforteine renovierte 2.5-ZimmerwohnungDie Wohnung verfügt über:amerikanische Küche mit Glaskeramik + GeschirrspülerWaschturm (Waschmaschine + Tumbler)Parkettbödenhohe und helle Räumegemeinschaftlicher Sitzplatzca. 53m2Öffentliche Verkehrsmittel Einkaufs- und Vergnügungsmöglichkeiten sind in unmittelbarer Nähe.Mietzins:                    CHF 1'060.00 + 120.00 HK/NK,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7066274,True,True,False,False,False,False,False,True,True
3.5,80.0,1580,1360,2502,Waffengasse 4,Biel/Bienne,1998,Wir vermieten per Mitte Juli oder nach Vereinbarung eine attraktive Wohnung im Bielerhof:Moderner AusbaustandardHelle RäumeGanze Wohnung mit ParkettGrosszügige Küche mit Geschirrspüler und GlaskeramikkochfeldBadezimmer mit BadewannePraktischer EinbauschrankGrosszügiger BalkonEinkaufsmöglichkeiten und ÖV vor der HaustürMit AXA Versicherung ohne Kaution mietenHaben wir Ihr Interesse geweckt?Bewerben Sie sich über folgenden Link:www.mywincasa.ch/bewerbenIhr Bewerbungscode lautet wie folgt: 01051.04.4102Bitte beachten Sie dass es sich bei den Bildern um Beispielfotos einer ähnlichen Wohnung in der Liegenschaft handelt.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7063523,True,True,True,False,False,False,True,False,False
4.5,98.0,2040,1740,3110,Bernstrasse 30a,Münsingen,0,Per 01.06.2022 vermieten wir diese schöne und moderne 4.5-Zimmerwohnung.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Nasszelle mit pflegeleichtem dunklen PlattenbodenModerne Küche mit Glaskeramikherd Backofen Geschirrspüler und viel Stauraum für Ihre KüchenutensilienBadezimmer mit WC Lavabo Spiegelschrank und BadewanneKorridor mit praktischen Einbauschränken welche für zusätzlichen Stauraum sorgenGemütlicher Balkon zum VerweilenEigenes Kellerabteil im UntergeschossWaschküche und Trockenraum zur MitnutzungLift vorhandenDie Haustierhaltung ist in dieser Liegenschaft erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 125.00 pro Monat dazu gemietet werden.Umgebung:Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer NäheVielseitige Angebote für Familien Paare und Singles runden die nahezu perfekte Lage hinsichtlich Infrastruktur in fast allen Bereichen abSehr gute Anschlüsse an die Autobahn und an den öffentlichen VerkehrBitte beachten Sie dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.,https://www.immoscout24.ch/de/d/wohnung-mieten-muensingen/7063418,True,False,True,False,False,False,False,False,False
4.5,131.0,3990,3670,3066,Bernapark 23,Stettlen,2020,Diese Eckwohnung in der ehemaligen Kartonfabrik geniesst mit 60 m2 Balkonfläche viele Sonnenstunden mit Blick in den Jura!Im Bernapark entsteht ein urbanes Quartier das Arbeiten und Wohnen Bildung und Freizeit Kultur und Innovation einzigartig miteinander verbindet. Eingebettet in eine faszinierende Umgebung zwischen Bantiger und Dentenberg bietet das Areal der ehemaligen Kartonfabrik in Deisswil eine ideale Wohnlage. Wohnen im Bernapark bedeutet deshalb pure Lebensqualität.Für Ihre Wohnqualität:Hochwertiger Eichenparkett Fischgrat geöltIn Nasszellen Wand und Boden mit Feinsteinzeug Mosaikmoderne und offene Küche mit V-Zug Küchengeräte teilweise mit KochinselSanitäraustattung Apparate RichnerVorhangschienen in den ZimmernFest eingebaute GarderobenschränkeFussbodenheizungPhotovoltaikanlage zur StromerzeugungWärmeerzeugung mittels WärmepumpeBalkon zum Verweilen mit schöner AussichtKellerabteil mit SteckdoseLift (allerdings bei dieser Wohnung nur bis ins 4. OG)Das Plus des Bernapark ÖkosystemsDer Bernapark erfüllt die täglichen  Bedürfnisse in Gehdistanz. In den nächsten zwei Jahren entsteht hier ein kleines Stadtquartier für mehr LebensqualitätEinkaufen im Coop und Reinhard um die EckeArealeigener RBS-Bahnhof - 14 Minuten nach BernCarsharing Mobility auf dem Areal inkl. privatem Jahresabo für alle Bewohner*innenKita direkt auf dem ArealGastronomische Highlights und kulturelle Veranstaltungen gleich um die EckeSpass und Schwitzen im Sporthub(ab Herbst 2021)Beauty-Angebote für das tägliche Wohlbefinden (ab Mai 2021)Wohnen und Arbeiten kombinierenInteressengemeinschaften wie der Verein Kunst und Kultur BernaparkUmfangreiche Dienstleistungen durch Küffer Reinigungen AGGrosszügige Aussenflächen zur privaten oder öffentlichen NutzungDisponibel- / Bastelräume können zusätzlich auf Anfrage gemietet werdenKinderspielplatz mit Grillstellenuvm.Erfahren Sie mehr über die verschiedenen Wohnungen auf unserer Homepage unter bernapark.chHaben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns! Wir freuen uns auf Ihren Anruf.,https://www.immoscout24.ch/de/d/wohnung-mieten-stettlen/7062403,True,False,True,True,False,False,False,True,True
3.0,66.0,1550,1250,2503,Badhausstrasse 17,Biel/Bienne,1960,Diese sonnige Wohnung direkt am See hat folgende Vorzüge:Moderne KücheSchönes Badezimmer mit BadewanneDie Wohnräume sind mit Parkett ausgestattetKüche und Bad mit PlattenbödenGrosser sonniger BalkonKellerabteilLift vorhandenDiverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe. Der Bahnhof Biel ist 5 Gehminuten entfernt.Haben wir Ihr Interesse geweckt? Dann lohnt sich eine Besichtigung.Die Fotos sind Beispielbilder.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7060944,True,True,True,False,False,False,False,False,False
4.5,95.0,1670,1370,2557,Mattenweg 21,Studen BE,0,In gepflegter Liegenschaft an sonniger und ruhiger Wohnlage vermieten wir eine sanierte helle 4.5-Zimmer-Wohnung im 2. Obergeschoss.Studen liegt am Fusse des Jäissbergs im Herzen des Berner Seelands auf der Achse Bern-Lyss-Biel. Die Zentren Lyss und Biel sind in wenigen Minuten bequem erreichbar.Die Liegenschaft liegt an einer gut unterhaltene Infrastruktur und ist durch Bahn Bus und Strasse bestens erschlossen.,https://www.immoscout24.ch/de/d/wohnung-mieten-studen-be/7036696,True,True,False,False,False,False,False,False,False
3.0,72.0,1500,1370,3860,Obersteinstrasse 6,Meiringen,2010,Charmante 3 Zi Whg in 3 Fam. HolzhausDachwohnung an ruhiger Lage prächtige Bergsicht mit Balkon.Grosszügiger Garten und Spiel / Sportwiese Sitzplätze.Heller Innenausbau aus Holz.Alle Räume mit Dachschrägung.Holz Parkettböden im Schlafzimmer und Büro.Helle Keramikplatten im Wohnbereich Gang Küche Bad.Alle Zimmer verfügen über Bodenheizung zusätzlich gemütlicher Holzofen im Wohnbereich.Helles Bad mit Dusche und 2 Dachfenster.Separate kleine Waschmaschine mit Trockenraum auf dem Whg Geschoss.Estrich Abteile und Vorratskammer auf der gleichen Etage.Zu vermieten an Einzelperson Nichtraucher*in keine Hunde und Katzen.Mietbeginn 1.7.2022 oder nach Vereinbarung.,https://www.immoscout24.ch/de/d/wohnung-mieten-meiringen/6997399,True,False,False,True,False,False,False,True,False
3.5,55.0,1380,1200,3072,Ringstrasse 11,Ostermundigen,1959,sonnige ruhige und zentrale Lage - Nähe Einkaufsmöglichkeiten Schulen und öV - LiftHelle geräumige Wohnung - die Küche wurde im Jahr 2018 saniert und Verfügt über alle gängigen Geräte sowie ein Fenster - Badezimmer mit Badewanne und Fenster - Parkett- Laminat und Plattenböden - Korridor mit praktischem Wandschrank - Balkon - Keller- und Estrichabteil,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/6993353,True,False,True,False,False,False,False,False,False
